Collezione 1,Collezione 2,Collezione 3
111.945,0.627328,0.616537
0.784581,2.36348,2.36541
2.51137,5.25735,5.25454
5.43885,3.73514,5.13153
0.256642,0.585951,0.587496
2.01149,2.39062,0.0597091
0.785209,0.114465,0.590618
4.00986,0.753786,2.50332
0.975891,0.195001,0.671827
6.21419,2.02742,2.04151
0.723525,0.962852,0.0315791
0.32606,0.112332,0.105404
2.99005,4.58588,4.57141
0.679156,0.290642,0.27016
0.263676,1.96709,2.3
0.613583,0.112738,0.105685
0.727687,1.45092,1.71334
0.116342,0.303079,0.276486
0.630234,0.387726,0.71773
2.46863,0.578603,0.575512
5.38724,0.108591,0.322555
0.604935,0.57822,0.57555
0.740579,0.597642,0.982682
2.37938,3.47427,3.49642
5.25462,0.698129,0.69564
9.40803,2.6119,2.59913
0.414597,5.41567,5.41351
0.64043,9.45415,9.43768
3.40812,15.6703,15.5959
16.0914,21.0907,21.0878
2.30219,2.71118,10.6383
0.818983,2.79283,2.47179
3.4268,0.825461,0.842513
0.603197,0.629726,2.23101
2.37782,0.588613,0.597078
0.60173,2.62673,2.60535
22.536,5.6563,5.60616
0.757066,9.39728,9.41038
48.7636,14.6403,14.6648
10.2041,0.277494,21.1463
21.2401,9.42199,31.8256
9.1816,0.768002,0.756845
17.4776,29.3166,3.07452
2.62268,1.20128,1.06243
1.25516,9.25577,5.55545
0.37452,4.9957,4.88643
0.390915,6.2587,3.26534
0.577301,2.22174,1.94212
0.677981,4.40705,2.53523
0.16091,2.39898,2.27082
0.585669,0.0569309,0.592256
0.137123,0.034531,0.777057
0.589387,0.365681,0.0673733
0.209497,0.602128,0.609919
0.583924,0.480301,0.187352
2.61631,0.766669,0.755241
5.53908,2.09975,2.01975
9.56077,2.32426,1.87291
0.188615,0.544425,0.695355
1.00185,0.784293,1.28316
2.6668,1.06899,0.707212
5.75214,2.98102,2.3616
9.70147,0.0372104,0.109332
15.0109,0.427947,0.732921
21.3355,0.159964,0.0754289
28.8991,1.12288,0.800905
3.97359,0.604521,0.618814
0.72343,1.18422,1.87319
2.52742,0.613708,0.591678
5.24902,1.17598,0.700257
9.31305,0.594239,0.608798
14.5331,0.446325,0.944185
3.40556,0.625092,0.069579
0.594434,0.562403,0.174489
0.0808374,0.0140146,1.47912
0.618778,0.110473,0.237633
258.525,1.36251,0.632197
0.709615,0.0375205,0.579655
38.4315,0.608644,1.90142
0.857158,0.589256,0.589838
4.88187,0.353634,0.233746
0.794488,0.579807,0.579833
2.41581,1.93446,1.64216
5.5024,0.582711,0.576825
9.4723,1.7719,1.42089
2.1975,0.0145017,0.0180711
5.43711,0.600188,0.398707
2.60075,0.0733526,0.0701015
3.94927,0.400688,0.292905
3.46671,0.0274433,0.0268225
3.64532,0.617407,0.463591
3.98203,0.179463,0.134214
2.10843,0.254223,0.264349
3.87416,0.251703,0.257157
0.0919287,0.0166321,0.021742
0.0547567,0.586726,0.590776
0.592386,0.209034,0.351053
1.14768,0.599335,0.606784
0.583361,0.662605,0.995288
0.0688998,0.121755,0.190742
0.584444,0.586626,0.586596
0.0455824,0.120308,0.340905
0.590457,0.613739,0.624008
2.48412,0.952983,1.54332
5.36565,0.578876,0.592313
9.43751,2.31388,0.21123
0.28736,0.026001,0.586836
0.666592,0.00050797,2.34946
2.45311,0.587966,5.2849
5.31845,2.34288,2.9898
9.93116,5.26163,0.584709
14.7171,1.78551,2.412
21.7758,0.589077,5.25413
48.7165,2.50918,0.35853
0.706327,5.26378,0.608796
